lyrics,mood,embedding
palmar palmar palmar flechettes kiss lisp shrapnel caress arm leg diving board belly flopped proposal met u friend de force de force defacto ayuchuco ayuchuco ayuchuco prosthetic prophetic prophetic blemish neuro velcro charred appendage cauterise solder gun melting seed oh dear god tangled web weave de force de force,0,"[-0.02658582  0.00499816  0.01716498 ... -0.00758072 -0.00809937
 -0.01398207]"
due look like lady due look like lady due look like lady due look like lady bruised bar shore picture grace grime door long lost love first bite baby maybe wrong know right right back stage time life somebody say forgive seem line whipped gun tried blow away due look like lady due look like lady,1,"[-0.0168491  -0.01182417 -0.00965708 ... -0.00807917  0.00447639
 -0.00357569]"
yeah check look mirror believe see well funny due strain back broken beaten even get around without old man cane fall hit ground shivering cold bitter alone excuse within complain feeling feeling pain everything need denied everything want taken away got blame nobody want old man anymore year two since floor shaking booty making sweet love night,0,"[ 0.00770843 -0.01862581  0.00244682 ...  0.00107691 -0.00049311
 -0.02876885]"
forget fate cellar sings met sell soul lived life wealth bring yet gaze,3,"[ 0.00297226 -0.02778782 -0.00525753 ... -0.01753913  0.00031677
 -0.03171344]"
serious unknown walk land alluring victim death perish sand master blackened art living decree drive amongst even rate searching key seen darkened depth well forgery beyond witch spell sobbed cyst death eternity killed priest cursed endless hand evil incantation fill murky night free devil knight well unless growing spite,0,"[ 0.00204726 -0.02137667 -0.00648211 ... -0.00655193 -0.00821696
 -0.02739453]"
first embrace sens knew look love eye first make love sens tingle touch oh hypnotic oh get feeling oh get feeling,2,"[-0.01483202 -0.00912634 -0.01552983 ... -0.00990626  0.00820276
 -0.0255866 ]"
baby seems like everywhere go see eye smile like breathe helplessly reminisce want compare nobody yes crazy right incredibly girl b boy young ready ohoh upoh upoh ohnono ohoh upoh upoh ohnono ohoh upoh upoh ohnono one two three four yeah history making part two crazy right look stare deep eye touch every time leave begging go name two three time row funny thing try explain feeling pride one blame still understand must love one else looking crazy right love got looking crazy right king looking crazy right touch got looking crazy right king hoping page right kiss got hoping save right looking crazy love got looking looking crazy love go ohoh upoh upoh ohnono ohoh upoh upoh ohnono ohoh upoh upoh ohnono ohoh upoh upoh ohnono talk friend quietly think,1,"[-0.02142316  0.01098242  0.01825438 ... -0.00801676  0.00232242
 -0.01977106]"
yeah well axe grinder piledriver say never never mind brain insane teacher say one big pain like laser sixstring razor got mouth like alligator want louder power going rock til strike hour sang head metal health drive mad sang head metal health drive mad alright,0,"[-0.0122669  -0.00112119  0.00632003 ... -0.02070718  0.00366379
 -0.01166984]"
pistolgrip pump lap time pistolgrip pump lap time pistolgrip pump lap time fucking wit night shit fucking wit mine pistolgrip pump lap time pistolgrip pump lap time pistolgrip pump lap time fucking wit night shit fucking wit mine raised hood called difference brother hood chivalrous rest defense ligament pistolgrip jump lap risking full life living never giving back late slipping slack lap lip track shot steel dick clip pump saying question man civic showbiz shit fool fool say,0,"[-0.01584742  0.01719959  0.00030234 ... -0.025245    0.00564193
 -0.02812512]"
dark wood paved snow living alone forgot long ago looking firecracker lightning seed coming back made heart hunter remember little seed louder dream,2,"[-0.00725912 -0.02138958 -0.00134365 ... -0.00609916 -0.00077345
 -0.00903478]"
mind saturday night rolling sight radio burning beautiful baby feed love night till blow away night till blow away feel alright feel alright baby oh baby burn heart baby oh baby burn heart apart babe fall apart baby oh baby burn heart night till blow away night till blow away feel alright feel alright feel alright feel alright feel alright mind saturday night rolling sight radio burning,0,"[-0.01185301 -0.00200171  0.0069978  ... -0.00965146  0.00102706
 -0.02924922]"
met u undecided let u take time sooner later know mind outside care together somewhere big day coming mile away big day coming hardly wait met u wake neighbor let u turn camp,2,"[ 0.01321252 -0.01507031  0.01118836 ... -0.00058533 -0.00272604
 -0.03721133]"
morning rise bless sun bless sky bless lip bless eye blessing go nighttime sleep oh bless watch keep lie slumber deep blessing go prayer ever true every day everything,2,"[ 0.00997786  0.00999096  0.00575495 ... -0.01672143  0.02883366
 -0.04420638]"
take job shove working woman done left took reason working better try stand way awalking door take job shove working working factory fifteen year time watched woman frowning pool tear seen lot good folk die lot bill pay,1,"[-0.03265261 -0.01208315  0.00856358 ... -0.0098      0.01857433
  0.00031349]"
feel see hear today matter anyway never understand happens fast feel good like walking glass cool hip alright groove gutta sight touch smell taste sweet make difference knock foot say want yeah yeah yeah cry bleeding lying floor lay got share dare bare tear want yeah yeah yeah face grab yeah yeah yeah alive afraid lie sin magic tragic loss win dark moist bitter pain sad happened shame want yeah yeah yeah face grab yeah yeah yeah,0,"[-0.00072278  0.00194096  0.02144884 ... -0.03606874  0.00970821
 -0.04032328]"
barely remember made walk away something deep inside heart telling still love baby walking alone cold december day see come see want tell baby many time daydreamed could many time mind asking never stop loving tell got never want say goodby want say goodby know meant one time bear lose ever want say goodby want say goodby thought would last forever swept away,3,"[-0.0099498  -0.00752058  0.00777349 ... -0.01168685 -0.00149497
 -0.02864477]"
care state hair got something nothing kiss kiss kiss never going blow away dream escape keep awake never going get make away stone dead tripped lying fantasy like cracked open sky help die split scrape screaming automatic pain young kid going get hit look like never going make government list mind state mind know good nothing left behind,0,"[ 0.00075052  0.01244217  0.03305781 ...  0.0100419   0.01074169
 -0.02537418]"
tonight year met alone thought go dear cry said never never would leave tear maybe make hear loved feel though apart,3,"[-0.00603983 -0.00202815  0.00068184 ... -0.00435053  0.01475742
 -0.00789442]"
look back know wideeyed wonder really remember feel alive know go realise get stay long always go back real life belong belong belong think back sure,3,"[ 0.00647484 -0.00765878  0.00347153 ... -0.0110166   0.00713704
 -0.02897627]"
oh remember second awake yes take lantern go back place oh abandon foolish notion much fun though say right ask done make effort might weave count one know o done abandon,1,"[-0.00228232 -0.01613225 -0.00054314 ...  0.00055386  0.01020612
 -0.03234681]"
met get get get got keep moving met get get get got keep moving met get get get got keep moving met get get get got keep moving put backwards straight dance floor still waiting still friend want bug crazy crazy idea know good place u talk better get move oh oh oh good one gone better get move oh oh oh good one gone better get move met get get get got keep moving met get get get got keep moving met get get get got keep moving met get get get got keep moving,1,"[-0.02389914 -0.00945926  0.01209951 ... -0.02052223  0.01202128
 -0.03447317]"
inner city life inner city pressure concrete world starting get city alive city expanding giving city demanding pained everything everything toothbrush jar camera phone know going cross street know walk back across street standing sitting room totally skin favorite jersey covered lint want sit sold chair stand stand stand inner inner city inner city pressure inner city pressure counting coin counter eleven quarter past six till quarter seven manager even start abuse key man want muesli leon sign hidden message,1,"[ 0.00890503  0.01404095 -0.00184831 ... -0.01796192  0.00341359
 -0.04437326]"
golden wave direction could lose soul right color light runaway take stranger feel unchanged running time miss sunshine summer day come happiness mine lost word know going best worry thing feel loose feel haggard know looking something true something lovely make feel alive,2,"[ 0.00906359 -0.01463064  0.01741417 ... -0.01290294  0.00848084
 -0.01786666]"
wrote song wrote song must let know hate gun think suck wrote song wrote song must let know hate gun think suck hate way look,0,"[-0.02403822  0.00499848  0.00838324 ... -0.01605673  0.00997686
 -0.01451667]"
